Enrollment_ID,Student_ID,Enrollment_Date,Course_Category,Amount_Paid,Payment_Mode,Completion_Rate_%,Total_Learning_Minutes,Certification_Earned,Is_Returning_Student
11910,405364,2022-09-27,Programming,18189,Net Banking,44.59,2063,0,0
11911,829523,2023-05-03,Finance,18036,EMI,81.38,2003,1,1
11912,794779,2023-04-30,Marketing,17393,UPI,95.39,505,1,1
11913,418275,2023-02-16,Design,7663,EMI,50.52,2438,0,0
11914,581930,2021-01-04,Design,16533,Net Banking,91.86,776,1,0
11915,128876,2022-11-12,Design,7315,Net Banking,79.18,2115,1,1
11916,843804,2021-10-08,Finance,11595,Credit Card,80.6,1902,1,0
11917,987880,2021-10-17,Marketing,13959,EMI,81.86,1714,1,0
11918,775331,2021-03-14,Design,12707,Credit Card,43.73,202,0,0
11919,329192,2021-05-17,Programming,12558,UPI,76.23,2080,1,0
11920,411372,2023-04-30,Marketing,15105,EMI,69.0,296,0,0
11921,354767,2023-02-07,Design,17504,Debit Card,90.2,2349,1,0
11922,960927,2022-10-15,Marketing,9428,Credit Card,65.69,1118,0,0
11923,352313,2022-01-28,Programming,10004,Net Banking,70.57,1377,0,1
11924,128261,2021-07-27,Data Analytics,10593,Credit Card,74.83,1532,0,1
11925,206601,2021-09-17,Design,7770,EMI,75.2,902,1,0
11926,161260,2021-09-20,Programming,14817,Credit Card,64.0,442,0,0
11927,598214,2023-02-22,Finance,12063,Net Banking,49.97,379,0,1
11928,574587,2022-05-20,Design,8402,Credit Card,55.08,2284,0,1
11929,496562,2022-07-04,Data Analytics,21071,Credit Card,64.74,1353,0,1
11930,589170,2021-07-22,Programming,18113,Debit Card,77.18,1437,1,1
11931,680464,2023-01-06,Programming,22760,UPI,67.27,1432,0,1
11932,414444,2021-12-13,Marketing,15912,Net Banking,87.5,204,1,0
11933,242412,2021-02-21,Design,13094,UPI,74.5,2060,0,1
11934,617561,2022-08-16,Data Analytics,14170,Debit Card,60.56,2485,0,1
11935,919444,2021-12-22,Finance,10183,EMI,69.83,379,0,1
11936,790753,2022-12-24,Marketing,15707,EMI,61.56,2477,0,1
11937,726441,2022-06-03,Design,12984,Debit Card,41.82,725,0,0
11938,568349,2021-12-29,Data Analytics,19801,EMI,56.86,2343,0,0
11939,959705,2021-02-14,Marketing,16501,EMI,67.05,1201,0,0
11940,998760,2023-04-07,Data Analytics,12742,Credit Card,55.32,2180,0,0
11941,996736,2022-01-13,Data Analytics,18928,Credit Card,83.17,1203,1,0
11942,468781,2023-02-28,Marketing,12665,Credit Card,91.73,1777,1,0
11943,772636,2022-02-16,Marketing,15325,Debit Card,57.82,2156,0,1
11944,416783,2023-02-10,Design,6502,EMI,41.45,2104,0,0
11945,484083,2021-05-22,Marketing,18911,UPI,92.53,587,1,1
11946,631598,2021-09-15,Design,6636,Net Banking,74.64,1858,0,0
11947,790527,2023-03-08,Data Analytics,9809,EMI,40.35,657,0,1
11948,465088,2021-02-06,Marketing,14458,Debit Card,69.99,1220,0,0
11949,578096,2021-02-14,Design,9873,Credit Card,45.81,919,0,0
11950,765751,2022-09-24,Design,5667,Net Banking,80.43,1876,1,0
11951,222013,2021-02-15,Finance,14380,Net Banking,72.03,763,0,0
11952,281693,2022-10-14,Design,12476,Net Banking,94.79,346,1,0
11953,766252,2022-07-19,Design,13245,UPI,63.7,2291,0,1
11954,963165,2021-10-28,Finance,9821,Credit Card,95.42,865,1,0
11955,833946,2021-10-15,Programming,12945,Credit Card,90.19,1967,1,1
11956,538895,2023-02-25,Marketing,10490,Credit Card,85.15,1309,1,1
11957,272687,2021-09-26,Finance,11607,Credit Card,66.28,1135,0,0
11958,278625,2023-06-19,Design,13992,EMI,64.86,1494,0,1
11959,209264,2023-03-02,Design,9420,Net Banking,63.68,271,0,0
11960,703359,2021-03-03,Marketing,18383,Net Banking,43.1,1744,0,0
11961,796362,2022-07-20,Data Analytics,10026,Net Banking,76.36,2426,1,1
11962,484755,2022-08-04,Finance,15365,Debit Card,87.88,910,1,0
11963,170658,2021-08-30,Programming,25438,Credit Card,84.64,1472,1,1
11964,634140,2023-02-21,Marketing,11866,EMI,74.97,967,0,0
11965,367531,2023-02-03,Marketing,14901,EMI,61.43,1783,0,0
11966,489715,2021-12-20,Finance,21561,Debit Card,81.69,1389,1,1
11967,983727,2023-03-07,Design,12474,Debit Card,71.73,2477,0,0
11968,754669,2023-05-13,Design,12448,Net Banking,90.38,899,1,0
11969,402138,2021-03-12,Programming,18832,Net Banking,56.4,1816,0,0
11970,334484,2023-04-15,Finance,8814,Net Banking,46.13,1363,0,1
11971,479056,2022-02-17,Marketing,15905,Net Banking,40.19,2067,0,0
11972,526941,2022-09-04,Finance,17541,Net Banking,84.58,405,1,1
11973,828042,2021-03-02,Data Analytics,20507,Credit Card,75.96,1841,1,0
11974,755920,2022-09-07,Marketing,13147,EMI,43.59,1333,0,1
11975,486354,2022-03-28,Programming,21715,Credit Card,90.4,1672,1,0
11976,942997,2022-01-28,Programming,13236,EMI,68.63,1789,0,0
11977,363456,2022-09-23,Marketing,16694,UPI,67.68,794,0,1
11978,488026,2022-06-13,Design,12112,UPI,81.07,1028,1,0
11979,187566,2021-11-01,Marketing,10253,UPI,78.08,1185,1,0
11980,383473,2021-07-10,Marketing,6104,EMI,54.32,1695,0,0
11981,334750,2022-12-25,Data Analytics,23225,Debit Card,78.68,1547,1,0
11982,954619,2021-03-19,Marketing,16141,Credit Card,91.49,1892,1,0
11983,699830,2022-07-12,Finance,11384,Debit Card,63.51,425,0,1
11984,208237,2022-08-28,Finance,19919,EMI,57.39,2367,0,0
11985,619904,2023-06-08,Programming,16861,Net Banking,43.61,1687,0,1
11986,476620,2022-06-09,Design,6208,Debit Card,76.31,268,1,0
11987,397789,2023-01-10,Programming,22528,EMI,85.32,1688,1,1
11988,187502,2021-10-28,Data Analytics,21342,UPI,98.06,1367,1,1
11989,586598,2021-01-17,Marketing,18566,Net Banking,76.72,899,1,0
11990,449454,2023-03-26,Programming,11995,UPI,66.87,412,0,1
11991,956051,2022-07-28,Marketing,13642,Debit Card,96.11,396,1,0
11992,919945,2022-03-10,Programming,13320,Debit Card,50.73,229,0,1
11993,633037,2021-02-12,Marketing,7906,Credit Card,82.5,2015,1,1
11994,786143,2021-03-09,Programming,27094,Credit Card,59.64,2475,0,0
11995,684933,2022-01-15,Finance,18440,EMI,91.69,988,1,0
11996,313933,2021-07-31,Data Analytics,12179,Debit Card,84.71,2467,1,0
11997,153175,2021-07-22,Programming,11139,UPI,60.02,1800,0,0
11998,248395,2022-12-27,Finance,7007,Credit Card,86.49,1344,1,0
11999,150762,2021-04-19,Design,16925,UPI,93.43,318,1,0
12000,688510,2021-10-11,Programming,12645,EMI,55.14,1647,0,1
12001,527709,2022-08-29,Marketing,13221,UPI,74.3,2419,0,0
12002,289400,2021-08-13,Data Analytics,17846,UPI,65.18,1939,0,0
12003,355539,2023-01-07,Finance,15670,Net Banking,95.55,813,1,0
12004,112213,2023-01-21,Finance,19395,EMI,98.34,1176,1,0
12005,721655,2021-04-28,Data Analytics,20119,Credit Card,46.23,1912,0,1
12006,802290,2022-08-26,Programming,20889,Net Banking,72.93,548,0,0
12007,258785,2021-12-06,Marketing,16476,Debit Card,71.85,1116,0,0
12008,731445,2023-03-12,Design,7014,Debit Card,92.12,630,1,1
12009,853696,2021-10-08,Programming,27011,Credit Card,86.75,1076,1,1
12010,132583,2022-05-06,Data Analytics,23762,EMI,57.23,585,0,0
12011,753080,2021-01-19,Programming,16525,Debit Card,71.32,1238,0,0
12012,179944,2021-06-24,Programming,26626,Debit Card,62.69,1683,0,0
12013,122369,2022-04-14,Data Analytics,17364,Debit Card,61.19,1441,0,1
12014,803288,2022-09-10,Data Analytics,13476,EMI,83.86,1447,1,0
12015,119510,2023-03-12,Design,12218,Debit Card,75.96,1874,1,0
12016,112120,2023-01-30,Data Analytics,18293,Credit Card,51.94,2025,0,0
12017,724135,2023-04-15,Data Analytics,16128,Credit Card,77.24,216,1,1
12018,722863,2021-05-22,Data Analytics,13789,Credit Card,67.82,2439,0,0
12019,491413,2022-04-08,Finance,17073,Net Banking,60.46,1666,0,0
12020,367439,2021-10-25,Data Analytics,23084,Credit Card,43.99,2198,0,1
12021,644748,2022-04-15,Data Analytics,16618,UPI,95.72,1341,1,1
12022,639251,2022-12-06,Data Analytics,9315,Debit Card,91.7,1625,1,0
12023,963548,2023-05-13,Design,11489,Credit Card,58.21,680,0,1
12024,651616,2023-03-26,Programming,17702,EMI,73.38,1892,0,0
12025,971061,2023-03-14,Data Analytics,16632,EMI,91.88,2329,1,1
12026,224034,2022-01-08,Data Analytics,13865,EMI,71.17,1275,0,0
12027,645893,2022-04-13,Design,14847,Net Banking,48.51,2050,0,1
12028,997333,2022-03-14,Programming,15122,EMI,68.48,897,0,0
12029,275885,2023-04-24,Design,7769,Net Banking,58.84,1553,0,1
12030,277443,2022-12-21,Marketing,12371,Debit Card,67.47,1703,0,1
12031,732529,2022-03-19,Marketing,9044,UPI,90.88,856,1,1
12032,934030,2022-04-01,Marketing,16849,EMI,64.53,1096,0,1
12033,291848,2021-09-05,Data Analytics,23163,EMI,87.96,420,1,0
12034,354289,2021-05-22,Design,10209,Net Banking,53.96,1090,0,0
12035,958690,2022-02-06,Data Analytics,21077,Net Banking,75.62,1396,1,1
12036,927401,2023-06-15,Marketing,17799,UPI,65.56,1837,0,1
12037,792272,2023-04-03,Programming,17587,Credit Card,98.39,2405,1,0
12038,269446,2021-08-10,Programming,26211,Net Banking,40.05,2480,0,0
12039,827662,2023-01-07,Design,12828,UPI,61.82,330,0,1
12040,162784,2023-05-16,Programming,16331,Debit Card,88.8,1830,1,0
12041,121274,2021-07-03,Marketing,17782,EMI,63.49,1622,0,0
12042,754282,2021-12-30,Design,8004,EMI,53.05,557,0,0
12043,920848,2023-03-28,Design,9660,UPI,91.2,1549,1,1
12044,317220,2021-07-07,Marketing,6791,UPI,75.5,234,1,1
12045,816358,2021-04-23,Marketing,6502,EMI,73.4,738,0,0
12046,462578,2021-06-30,Marketing,18084,Net Banking,64.05,1044,0,1
12047,343768,2021-07-18,Marketing,19068,Credit Card,49.46,1885,0,0
12048,536572,2021-03-11,Design,9429,Debit Card,74.54,2415,0,1
12049,792494,2022-08-21,Programming,29970,Credit Card,70.32,1092,0,0
12050,560258,2022-04-30,Marketing,11726,Credit Card,64.13,1572,0,0
12051,937742,2022-02-03,Finance,21663,Credit Card,44.61,1025,0,0
12052,967190,2022-07-05,Design,7048,EMI,79.06,641,1,0
12053,243435,2022-10-05,Data Analytics,13479,Credit Card,77.9,1650,1,1
12054,578365,2021-01-10,Programming,28058,Net Banking,73.54,628,0,1
12055,917060,2021-01-03,Design,16600,Net Banking,47.89,339,0,1
12056,604136,2022-04-23,Marketing,13720,Net Banking,58.17,1932,0,0
12057,169672,2023-03-25,Finance,17426,UPI,68.19,2306,0,0
12058,670534,2022-10-24,Data Analytics,22604,Debit Card,84.07,2041,1,0
12059,594209,2021-03-08,Programming,28886,Net Banking,53.37,1569,0,1
12060,713398,2022-12-06,Marketing,9610,Credit Card,88.05,2311,1,0
12061,585654,2021-04-07,Design,17236,UPI,59.15,2062,0,1
12062,364954,2022-06-15,Design,7170,EMI,79.94,894,1,0
12063,815220,2021-11-14,Programming,21839,Net Banking,96.22,2441,1,0
12064,308271,2021-04-08,Finance,8242,Credit Card,82.85,1921,1,1
12065,695976,2021-02-26,Marketing,7439,Credit Card,44.16,1790,0,1
12066,951980,2023-05-13,Programming,18401,EMI,62.59,918,0,0
12067,817723,2021-04-17,Programming,20827,UPI,74.69,1831,0,1
12068,373306,2021-03-29,Design,8276,Credit Card,80.4,998,1,1
12069,974290,2022-10-15,Programming,21623,Debit Card,60.69,370,0,1
12070,697823,2022-10-18,Data Analytics,16581,Net Banking,65.72,786,0,1
12071,500435,2022-01-06,Data Analytics,14447,UPI,62.56,793,0,0
12072,695152,2022-01-10,Marketing,14174,Net Banking,81.88,480,1,0
12073,758981,2021-02-21,Programming,27086,Net Banking,94.82,2416,1,1
12074,218371,2022-12-25,Design,6535,EMI,86.69,566,1,0
12075,714080,2021-02-10,Marketing,16189,Debit Card,55.79,2342,0,1
12076,799793,2023-03-27,Finance,14942,Debit Card,72.41,1401,0,1
12077,613214,2021-04-01,Design,14989,EMI,68.69,1280,0,0
12078,570066,2021-02-08,Finance,12067,Net Banking,40.93,1626,0,0
12079,881704,2021-01-13,Marketing,10321,Debit Card,96.3,1015,1,0
12080,166188,2023-06-19,Data Analytics,10560,Net Banking,67.96,2154,0,0
12081,286023,2022-08-31,Design,12153,UPI,96.59,2050,1,0
12082,968150,2022-09-13,Design,5028,EMI,79.85,847,1,1
12083,862476,2021-04-14,Marketing,18891,EMI,82.49,2154,1,1
12084,660846,2023-05-16,Design,14172,Debit Card,65.62,1939,0,1
12085,228938,2023-01-13,Design,16246,UPI,91.48,1232,1,0
12086,246731,2021-02-12,Marketing,9583,Net Banking,51.13,666,0,1
12087,920845,2021-07-28,Programming,14108,Debit Card,97.55,2340,1,1
12088,896867,2022-08-23,Marketing,15850,Net Banking,76.98,333,1,0
12089,874560,2022-08-28,Design,12521,UPI,59.94,1759,0,1
12090,652355,2022-11-17,Marketing,10820,Credit Card,84.36,1863,1,0
12091,712082,2022-04-21,Design,11615,Debit Card,84.71,1334,1,1
12092,980255,2022-09-30,Finance,19976,Debit Card,86.47,1679,1,0
12093,955656,2021-04-19,Finance,13458,EMI,57.61,1812,0,1
12094,566441,2022-07-13,Data Analytics,18518,Credit Card,41.54,1382,0,0
12095,625667,2021-08-02,Marketing,11407,Debit Card,93.35,355,1,0
12096,464691,2022-08-27,Marketing,15031,Net Banking,87.85,735,1,0
12097,732829,2022-11-24,Finance,9414,UPI,64.11,1775,0,1
12098,520840,2022-02-13,Finance,11426,Credit Card,49.97,1205,0,1
12099,584716,2022-07-07,Finance,15588,EMI,68.13,1155,0,0
12100,843787,2023-02-10,Data Analytics,22136,EMI,58.35,1564,0,0
12101,738922,2022-09-25,Data Analytics,13697,Net Banking,51.64,765,0,0
12102,877867,2021-03-18,Programming,12582,UPI,69.17,799,0,1
12103,419889,2021-04-05,Marketing,18170,EMI,89.78,1665,1,1
12104,728203,2021-09-26,Data Analytics,14551,EMI,74.9,1228,0,0
12105,614031,2021-12-27,Design,16358,UPI,69.25,1262,0,0
12106,505732,2022-06-14,Marketing,15135,Credit Card,99.64,1844,1,0
12107,834782,2023-03-16,Programming,14085,Debit Card,85.62,787,1,0
12108,316915,2022-11-14,Finance,12162,Debit Card,47.92,584,0,1
12109,753848,2021-06-11,Programming,18673,UPI,65.01,859,0,0
12110,255915,2022-04-10,Marketing,11638,UPI,67.9,1676,0,0
12111,236984,2023-04-03,Finance,10115,UPI,76.63,2339,1,1
12112,776874,2022-07-18,Programming,10386,Net Banking,80.91,1699,1,1
12113,318431,2022-07-02,Programming,14240,Net Banking,59.53,2337,0,1
12114,812392,2021-07-06,Marketing,16397,UPI,62.04,1241,0,0
12115,761809,2023-06-01,Data Analytics,17472,Net Banking,46.21,734,0,0
12116,232797,2023-01-30,Design,6598,Debit Card,45.36,2179,0,1
12117,967838,2021-02-21,Programming,23606,UPI,85.48,1778,1,1
12118,109304,2022-05-03,Design,6982,Debit Card,95.56,655,1,1
12119,225555,2022-06-15,Marketing,13478,Debit Card,51.81,1027,0,0
12120,506879,2022-01-31,Marketing,6312,Net Banking,95.39,249,1,1
12121,432464,2021-04-02,Data Analytics,13236,EMI,60.62,2215,0,0
12122,623277,2022-10-13,Finance,10859,EMI,92.85,2284,1,0
12123,568224,2023-03-27,Design,11037,Credit Card,41.56,896,0,0
12124,194488,2021-12-23,Programming,27548,Credit Card,45.43,604,0,1
12125,358490,2023-01-02,Finance,8699,EMI,66.08,1622,0,0
12126,437735,2022-09-03,Design,16260,UPI,90.88,1568,1,1
12127,457188,2023-01-18,Design,6778,EMI,66.95,1166,0,0
12128,768036,2022-12-20,Finance,11269,Net Banking,90.37,1127,1,0
12129,911624,2021-05-24,Finance,18894,EMI,60.45,314,0,1
12130,885890,2021-07-18,Data Analytics,14298,UPI,47.95,1270,0,0
12131,762806,2023-03-26,Programming,27191,UPI,95.53,625,1,1
12132,481448,2021-11-19,Programming,18725,Credit Card,44.59,1202,0,0
12133,840957,2023-03-10,Programming,12796,Credit Card,82.43,290,1,0
12134,606289,2021-11-28,Finance,15178,UPI,92.98,670,1,1
12135,712495,2021-09-21,Data Analytics,18473,Debit Card,47.2,1325,0,1
12136,812992,2021-08-05,Marketing,9422,Credit Card,71.15,2016,0,0
12137,298017,2022-12-02,Data Analytics,10209,Net Banking,43.17,2420,0,0
12138,698029,2022-07-10,Finance,18854,Debit Card,67.53,1013,0,0
12139,116365,2022-03-10,Data Analytics,16483,Net Banking,87.24,1050,1,1
12140,952224,2023-03-14,Finance,19414,Net Banking,58.24,1928,0,1
12141,820217,2022-04-05,Design,7740,UPI,54.0,519,0,0
12142,871769,2022-12-02,Design,11745,Debit Card,55.1,1671,0,0
12143,771064,2022-05-18,Marketing,19405,Credit Card,87.48,1001,1,1
12144,937007,2022-04-14,Design,15142,UPI,98.42,1419,1,0
12145,260974,2022-12-07,Marketing,19400,EMI,53.7,1752,0,0
12146,332366,2023-02-21,Programming,27819,Credit Card,44.12,532,0,0
12147,494411,2022-01-01,Finance,9827,EMI,47.55,522,0,1
12148,350319,2023-02-11,Programming,28127,UPI,77.69,1280,1,1
12149,939949,2021-08-27,Programming,14896,Net Banking,80.57,268,1,0
12150,134012,2022-09-16,Marketing,19877,Net Banking,66.96,721,0,0
12151,766775,2022-08-04,Finance,8135,Debit Card,44.76,323,0,0
12152,532750,2022-07-15,Marketing,7710,Credit Card,95.69,1487,1,0
12153,645974,2023-04-03,Data Analytics,11503,EMI,95.8,2183,1,0
12154,832558,2022-10-25,Programming,27742,EMI,63.61,1039,0,0
12155,607730,2023-01-21,Finance,14870,Debit Card,89.26,1678,1,0
12156,784103,2023-04-29,Programming,25034,Credit Card,93.92,843,1,1
12157,132161,2022-01-31,Data Analytics,16095,Net Banking,70.48,927,0,0
12158,554529,2022-01-30,Data Analytics,15629,UPI,76.09,1627,1,1
12159,347066,2022-09-19,Finance,13149,Debit Card,83.99,229,1,0
12160,863977,2021-03-16,Finance,13846,UPI,93.48,1127,1,1
12161,364546,2021-04-08,Data Analytics,11058,UPI,45.35,678,0,1
12162,163190,2022-01-18,Programming,25542,Debit Card,43.18,248,0,0
12163,346256,2022-09-15,Design,14871,EMI,80.5,1833,1,1
12164,375419,2023-05-19,Programming,20742,Credit Card,42.86,1718,0,1
12165,783542,2022-01-05,Design,13421,EMI,46.27,965,0,1
12166,639203,2021-10-12,Marketing,11625,Net Banking,65.34,1162,0,0
12167,363053,2021-09-13,Finance,16917,Credit Card,50.93,2022,0,0
12168,165908,2023-04-10,Data Analytics,19600,Debit Card,93.93,1783,1,1
12169,227337,2021-11-05,Marketing,10787,Debit Card,59.89,2167,0,0
12170,909052,2022-09-21,Programming,23031,Debit Card,74.65,1559,0,1
12171,134112,2021-06-25,Design,6680,UPI,40.59,291,0,1
12172,829411,2021-08-16,Finance,13302,Debit Card,70.81,1305,0,0
12173,102431,2021-12-13,Design,6295,Net Banking,88.6,2165,1,0
12174,186590,2022-09-10,Programming,23630,Net Banking,98.1,2285,1,0
12175,948607,2021-12-08,Programming,29260,Debit Card,80.72,943,1,0
12176,741760,2023-06-15,Data Analytics,10984,Credit Card,52.16,2303,0,0
12177,394768,2021-08-27,Marketing,10916,Net Banking,61.78,867,0,1
12178,307193,2022-09-04,Finance,20641,Credit Card,49.41,1145,0,0
12179,161264,2022-11-19,Data Analytics,9823,Credit Card,60.27,689,0,0
12180,787318,2021-12-16,Design,7328,Credit Card,73.68,1522,0,0
12181,462355,2022-03-31,Marketing,19748,Debit Card,69.24,1258,0,1
12182,743790,2022-03-17,Finance,20375,UPI,92.42,1844,1,0
12183,543148,2023-01-31,Design,13550,Debit Card,52.24,1596,0,1
12184,330395,2022-08-11,Finance,16204,Net Banking,66.02,1406,0,0
12185,406369,2022-05-30,Finance,20540,Net Banking,77.92,600,1,1
12186,756763,2021-03-22,Marketing,13781,Net Banking,98.87,2268,1,1
12187,305463,2021-12-27,Design,12973,Net Banking,52.83,2478,0,0
12188,269708,2021-10-15,Data Analytics,23606,UPI,89.99,2205,1,0
12189,897271,2021-01-08,Data Analytics,13211,Credit Card,77.07,2398,1,0
12190,859994,2021-03-28,Data Analytics,10894,Debit Card,48.03,2442,0,0
12191,278901,2021-10-13,Finance,9695,Net Banking,87.04,230,1,0
12192,240302,2022-02-03,Programming,13096,Credit Card,50.49,1267,0,0
12193,676265,2021-03-15,Marketing,10041,Debit Card,81.98,2319,1,0
12194,533448,2022-03-15,Data Analytics,13410,UPI,54.44,1301,0,0
12195,999482,2021-05-03,Marketing,7269,EMI,68.1,1345,0,0
12196,594523,2022-01-12,Finance,8263,UPI,87.0,1800,1,0
12197,325864,2023-03-17,Marketing,12624,EMI,78.06,241,1,1
12198,649939,2021-05-23,Data Analytics,14797,Net Banking,84.42,545,1,1
12199,722207,2021-06-07,Data Analytics,12884,Credit Card,88.2,1330,1,0
12200,402107,2022-03-06,Finance,9361,Credit Card,42.09,2278,0,1
12201,811232,2022-03-24,Finance,18832,Debit Card,68.83,1826,0,0
12202,742064,2022-02-14,Design,7186,EMI,99.14,1635,1,0
12203,965630,2022-01-06,Finance,7497,EMI,87.72,2278,1,1
12204,244811,2021-04-19,Programming,11168,Debit Card,61.95,530,0,1
12205,230697,2023-04-26,Programming,15608,Credit Card,57.1,1317,0,0
12206,949726,2022-12-08,Data Analytics,15133,Credit Card,82.29,2260,1,0
12207,279428,2021-02-05,Finance,14053,Debit Card,48.23,805,0,0
12208,626077,2021-03-31,Programming,11411,EMI,92.96,336,1,1
12209,975729,2022-02-19,Programming,26047,Net Banking,44.91,1266,0,0
12210,861262,2021-10-23,Design,5966,Debit Card,73.55,887,0,0
12211,361413,2023-04-22,Finance,15741,Credit Card,90.81,1016,1,0
12212,268678,2022-12-14,Design,14265,Net Banking,83.2,711,1,0
12213,531856,2021-02-15,Marketing,10842,Net Banking,69.13,2260,0,0
12214,668423,2022-05-03,Design,15328,EMI,53.77,2120,0,0
12215,137067,2022-09-11,Marketing,6892,Debit Card,76.02,1267,1,0
12216,903789,2021-06-19,Marketing,16960,Net Banking,97.98,252,1,1
12217,270923,2021-05-26,Finance,16440,UPI,45.72,209,0,1
12218,400406,2023-05-18,Marketing,8433,Net Banking,41.89,1417,0,1
12219,617961,2022-02-24,Marketing,7190,Net Banking,65.17,502,0,1
12220,307925,2022-11-21,Design,6737,Net Banking,75.47,208,1,1
12221,945075,2022-07-27,Finance,15845,Debit Card,61.48,1717,0,0
12222,514750,2021-01-03,Finance,13027,EMI,83.06,1013,1,0
12223,977702,2022-08-17,Marketing,6336,EMI,71.37,482,0,0
12224,594649,2021-09-20,Design,17877,UPI,60.83,1347,0,0
12225,263944,2023-03-10,Design,5434,UPI,87.65,2042,1,0
12226,598953,2021-11-17,Design,6271,Net Banking,45.96,1181,0,1
12227,693391,2022-08-30,Design,9582,Net Banking,42.4,1542,0,0
12228,972700,2022-07-30,Data Analytics,18023,Net Banking,43.41,2178,0,0
12229,710598,2021-09-03,Marketing,15692,UPI,88.85,966,1,0
12230,581947,2022-08-12,Marketing,16348,EMI,87.89,365,1,0
12231,609085,2022-04-22,Marketing,12843,UPI,89.85,2169,1,0
12232,661700,2021-09-16,Finance,12189,EMI,57.02,1283,0,0
12233,409878,2021-04-03,Finance,8767,UPI,69.49,1421,0,1
12234,602850,2023-03-14,Design,17830,EMI,59.18,1641,0,0
12235,449937,2023-02-22,Finance,7804,UPI,75.24,1934,1,0
12236,825290,2022-06-17,Programming,19184,EMI,90.72,1275,1,1
12237,595054,2022-07-28,Marketing,13865,Debit Card,41.2,2129,0,0
12238,122228,2021-12-05,Marketing,10778,Debit Card,74.19,1795,0,0
12239,220627,2021-09-17,Data Analytics,11180,Credit Card,52.06,2473,0,0
12240,440068,2021-08-25,Data Analytics,22944,EMI,92.2,1424,1,1
12241,635607,2021-05-21,Programming,24174,EMI,97.42,768,1,1
12242,106475,2022-11-10,Data Analytics,10311,EMI,89.68,1856,1,0
12243,852451,2022-04-25,Design,17577,Credit Card,42.02,2017,0,1
12244,770088,2022-08-02,Design,17432,UPI,58.17,326,0,0
12245,341382,2021-12-16,Marketing,14720,Debit Card,53.78,1401,0,1
12246,915977,2022-07-24,Design,7385,Credit Card,89.58,2415,1,1
12247,458780,2022-12-25,Data Analytics,17780,Debit Card,41.09,2404,0,0
12248,616187,2021-05-10,Programming,27028,Net Banking,95.37,1621,1,1
12249,853772,2022-06-21,Design,6592,Credit Card,75.25,597,1,0
12250,817116,2021-01-11,Marketing,17923,Credit Card,84.64,2255,1,0
12251,824135,2021-09-14,Marketing,17800,Debit Card,67.34,785,0,0
12252,531915,2023-03-27,Data Analytics,8077,EMI,82.42,2404,1,0
12253,530037,2022-01-04,Design,10658,Net Banking,60.07,1646,0,1
12254,392759,2022-01-29,Data Analytics,23899,Debit Card,79.61,1899,1,1
12255,900178,2022-08-16,Marketing,8693,Credit Card,65.85,1469,0,0
12256,579673,2023-03-09,Programming,26722,EMI,95.92,888,1,0
12257,778105,2022-02-23,Design,8294,Net Banking,95.83,985,1,0
12258,363389,2023-06-01,Programming,20215,EMI,74.22,1254,0,0
12259,217408,2021-01-19,Design,11448,Debit Card,86.4,259,1,1
12260,736431,2021-04-20,Marketing,10971,EMI,84.54,1109,1,0
12261,389776,2022-03-13,Design,16012,Credit Card,82.38,500,1,0
12262,899288,2022-05-20,Marketing,10874,Credit Card,98.44,1903,1,1
12263,287965,2021-02-03,Finance,10925,UPI,92.67,1730,1,0
12264,332298,2021-10-15,Marketing,13914,Net Banking,84.72,287,1,0
12265,692337,2023-04-24,Marketing,8087,Debit Card,44.74,2437,0,0
12266,944614,2021-09-12,Design,17763,EMI,61.3,1036,0,1
12267,853241,2022-09-30,Programming,24685,Credit Card,60.6,1702,0,0
12268,834791,2022-12-22,Marketing,14870,UPI,70.73,2318,0,1
12269,795109,2021-05-14,Design,12789,Debit Card,91.41,2233,1,0
12270,304829,2022-05-14,Marketing,18819,Credit Card,80.31,1949,1,0
12271,417798,2022-02-01,Data Analytics,16421,Debit Card,86.29,664,1,0
12272,302646,2022-05-02,Data Analytics,10828,Credit Card,42.5,1094,0,1
12273,590783,2022-08-21,Data Analytics,23664,Debit Card,43.21,1127,0,0
12274,941813,2022-08-10,Data Analytics,18315,Credit Card,95.71,327,1,0
12275,158601,2022-10-09,Programming,11312,EMI,52.57,434,0,1
12276,246154,2023-03-24,Marketing,12458,Net Banking,87.68,2225,1,0
12277,770008,2022-11-16,Data Analytics,15682,Credit Card,72.89,598,0,0
12278,886796,2021-08-01,Design,10642,Debit Card,60.98,2138,0,0
12279,265640,2023-04-13,Data Analytics,17584,Credit Card,85.81,931,1,0
12280,564710,2021-12-16,Finance,10735,UPI,97.89,2164,1,1
12281,829992,2021-01-19,Finance,9024,EMI,55.53,978,0,0
12282,369580,2021-04-29,Programming,21369,UPI,61.14,649,0,0
12283,448857,2023-03-26,Finance,8660,Debit Card,57.6,2085,0,1
12284,946626,2021-10-29,Design,5229,Credit Card,78.68,1827,1,0
12285,124544,2021-10-12,Data Analytics,8280,Credit Card,83.46,1446,1,0
12286,163295,2021-08-15,Finance,9515,UPI,68.7,657,0,1
12287,505854,2022-05-22,Finance,19817,Net Banking,52.87,422,0,0
12288,821075,2022-05-16,Programming,11455,EMI,59.28,1878,0,1
12289,169409,2021-07-31,Finance,21014,Credit Card,84.84,1486,1,1
12290,874008,2021-12-22,Data Analytics,23310,Credit Card,93.02,512,1,0
